,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
30,stations,{'all': 40},200,"{'lon': -68.3, 'lat': -54.8}",1512864000.0,3833367.0,"{'temp': 42.8, 'pressure': 995, 'humidity': 81, 'temp_min': 42.8, 'temp_max': 42.8}",,Ushuaia,,"{'type': 1, 'id': 4754, 'message': 0.1658, 'country': 'AR', 'sunrise': 1512892238, 'sunset': 1512954135}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 26.4, 'deg': 250, 'gust': 17}"
31,stations,{'all': 68},200,"{'lon': 27.85, 'lat': 71.04}",1512866692.0,778707.0,"{'temp': 23.77, 'pressure': 996.59, 'humidity': 100, 'temp_min': 23.77, 'temp_max': 23.77, 'sea_level': 1016.09, 'grnd_level': 996.59}",,Mehamn,,"{'message': 0.1743, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 12.19, 'deg': 141.502}"
32,stations,{'all': 32},200,"{'lon': -42.73, 'lat': -17.29}",1512866694.0,3445912.0,"{'temp': 71.33, 'pressure': 940.01, 'humidity': 93, 'temp_min': 71.33, 'temp_max': 71.33, 'sea_level': 1019.17, 'grnd_level': 940.01}",,Turmalina,,"{'message': 0.0033, 'country': 'BR', 'sunrise': 1512893379, 'sunset': 1512940690}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.03, 'deg': 287.502}"
33,stations,{'all': 56},200,"{'lon': 156.12, 'lat': 50.68}",1512866695.0,2121385.0,"{'temp': 31.15, 'pressure': 984.6, 'humidity': 100, 'temp_min': 31.15, 'temp_max': 31.15, 'sea_level': 997.89, 'grnd_level': 984.6}",,Severo-Kurilsk,,"{'message': 0.1708, 'country': 'RU', 'sunrise': 1512854742, 'sunset': 1512883833}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 26.28, 'deg': 262.502}"
34,,,404,,,,,city not found,,,,,,
35,stations,{'all': 88},200,"{'lon': -69.36, 'lat': 77.48}",1512866697.0,3831208.0,"{'temp': 24.8, 'pressure': 977.87, 'humidity': 93, 'temp_min': 24.8, 'temp_max': 24.8, 'sea_level': 1010, 'grnd_level': 977.87}",,Qaanaaq,,"{'message': 0.1663, 'country': 'GL', 'sunrise': 0, 'sunset': 0}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 10.29, 'deg': 97.0023}"
36,stations,{'all': 75},200,"{'lon': -159.32, 'lat': 22.08}",1512863760.0,5848280.0,"{'temp': 74.53, 'pressure': 1014, 'humidity': 78, 'temp_min': 71.6, 'temp_max': 77}",,Kapaa,,"{'type': 1, 'id': 833, 'message': 0.1674, 'country': 'US', 'sunrise': 1512925555, 'sunset': 1512964486}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.36, 'deg': 200}"
37,stations,{'all': 75},200,"{'lon': -155.09, 'lat': 19.73}",1512863760.0,5855927.0,"{'temp': 67.05, 'pressure': 1014, 'humidity': 57, 'temp_min': 59, 'temp_max': 77}",,Hilo,,"{'type': 1, 'id': 818, 'message': 0.1666, 'country': 'US', 'sunrise': 1512924266, 'sunset': 1512963745}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 50}"
38,stations,{'all': 92},200,"{'lon': -1.76, 'lat': 4.88}",1512866701.0,2294915.0,"{'temp': 75.52, 'pressure': 1022.53, 'humidity': 100, 'temp_min': 75.52, 'temp_max': 75.52, 'sea_level': 1025.69, 'grnd_level': 1022.53}",,Takoradi,{'3h': 2},"{'message': 0.1656, 'country': 'GH', 'sunrise': 1512885869, 'sunset': 1512928524}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 5.03, 'deg': 202.002}"
39,stations,{'all': 40},200,"{'lon': 76.05, 'lat': 10.53}",1512864000.0,1274468.0,"{'temp': 76.06, 'pressure': 1010, 'humidity': 88, 'temp_min': 75.2, 'temp_max': 77}",,Chavakkad,,"{'type': 1, 'id': 7827, 'message': 0.1816, 'country': 'IN', 'sunrise': 1512867770, 'sunset': 1512909261}",3000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 3.02, 'deg': 70.5023}"
40,stations,{'all': 92},200,"{'lon': 57.76, 'lat': -20.34}",1512866704.0,1106677.0,"{'temp': 76.55, 'pressure': 1015.48, 'humidity': 82, 'temp_min': 76.55, 'temp_max': 76.55, 'sea_level': 1027.07, 'grnd_level': 1015.48}",,Bambous Virieux,,"{'message': 0.0049, 'country': 'MU', 'sunrise': 1512868902, 'sunset': 1512916918}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 8.61, 'deg': 85.5023}"
41,stations,{'all': 0},200,"{'lon': -73.65, 'lat': -37.62}",1512866705.0,3883457.0,"{'temp': 55.22, 'pressure': 1031.53, 'humidity': 95, 'temp_min': 55.22, 'temp_max': 55.22, 'sea_level': 1035.06, 'grnd_level': 1031.53}",,Lebu,,"{'message': 0.166, 'country': 'CL', 'sunrise': 1512897987, 'sunset': 1512950936}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 21.03, 'deg': 183.502}"
42,stations,{'all': 76},200,"{'lon': 100.35, 'lat': -0.95}",1512866706.0,1633419.0,"{'temp': 80.15, 'pressure': 1019.61, 'humidity': 100, 'temp_min': 80.15, 'temp_max': 80.15, 'sea_level': 1025.08, 'grnd_level': 1019.61}",,Padang,,"{'message': 0.18, 'country': 'ID', 'sunrise': 1512860762, 'sunset': 1512904603}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.7, 'deg': 352.002}"
43,,,404,,,,,city not found,,,,,,
44,stations,{'all': 90},200,"{'lon': -73.41, 'lat': 41.37}",1512864660.0,5282297.0,"{'temp': 29.52, 'pressure': 1006, 'humidity': 86, 'temp_min': 28.4, 'temp_max': 30.2}",,Bethel,,"{'type': 1, 'id': 622, 'message': 0.1689, 'country': 'US', 'sunrise': 1512907737, 'sunset': 1512941050}",6437.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 4.7, 'deg': 360}"
45,stations,{'all': 40},200,"{'lon': -68.3, 'lat': -54.8}",1512864000.0,3833367.0,"{'temp': 42.8, 'pressure': 995, 'humidity': 81, 'temp_min': 42.8, 'temp_max': 42.8}",,Ushuaia,,"{'type': 1, 'id': 4754, 'message': 0.1658, 'country': 'AR', 'sunrise': 1512892238, 'sunset': 1512954135}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 26.4, 'deg': 250, 'gust': 17}"
46,stations,{'all': 44},200,"{'lon': 168.33, 'lat': -46.6}",1512866680.0,2206939.0,"{'temp': 57.07, 'pressure': 1021.64, 'humidity': 100, 'temp_min': 57.07, 'temp_max': 57.07, 'sea_level': 1022.77, 'grnd_level': 1021.64}",,Bluff,,"{'message': 0.0035, 'country': 'NZ', 'sunrise': 1512838037, 'sunset': 1512894707}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 24.72, 'deg': 274.502}"
47,stations,{'all': 80},200,"{'lon': 26.89, 'lat': -33.59}",1512866712.0,964432.0,"{'temp': 63.1, 'pressure': 1025.37, 'humidity': 86, 'temp_min': 63.1, 'temp_max': 63.1, 'sea_level': 1034.33, 'grnd_level': 1025.37}",,Port Alfred,,"{'message': 0.1681, 'country': 'ZA', 'sunrise': 1512874524, 'sunset': 1512926123}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 11.41, 'deg': 230.002}"
48,stations,{'all': 92},200,"{'lon': 57.52, 'lat': -20.52}",1512866713.0,933995.0,"{'temp': 76.55, 'pressure': 1015.48, 'humidity': 82, 'temp_min': 76.55, 'temp_max': 76.55, 'sea_level': 1027.07, 'grnd_level': 1015.48}",,Souillac,,"{'message': 0.1645, 'country': 'MU', 'sunrise': 1512868938, 'sunset': 1512916997}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 8.61, 'deg': 85.5023}"
49,stations,{'all': 44},200,"{'lon': 172.79, 'lat': 3.07}",1512866715.0,2110227.0,"{'temp': 80.83, 'pressure': 1022.29, 'humidity': 100, 'temp_min': 80.83, 'temp_max': 80.83, 'sea_level': 1022.41, 'grnd_level': 1022.29}",,Butaritari,{'3h': 3.74},"{'message': 0.1639, 'country': 'KI', 'sunrise': 1512843779, 'sunset': 1512886803}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 10.18, 'deg': 105.002}"
50,stations,{'all': 0},200,"{'lon': 58.53, 'lat': 22.69}",1512866716.0,287832.0,"{'temp': 43.84, 'pressure': 952.25, 'humidity': 100, 'temp_min': 43.84, 'temp_max': 43.84, 'sea_level': 1029.71, 'grnd_level': 952.25}",,Ibra,,"{'message': 0.1665, 'country': 'OM', 'sunrise': 1512873321, 'sunset': 1512912119}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.35, 'deg': 351.002}"
51,stations,{'all': 0},200,"{'lon': 17.94, 'lat': -33.01}",1512864000.0,3361934.0,"{'temp': 59, 'pressure': 1013, 'humidity': 58, 'temp_min': 59, 'temp_max': 59}",,Saldanha,,"{'type': 1, 'id': 6575, 'message': 0.1693, 'country': 'ZA', 'sunrise': 1512876763, 'sunset': 1512928181}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.93, 'deg': 210}"
52,stations,{'all': 48},200,"{'lon': 73.08, 'lat': -0.6}",1512866719.0,1282256.0,"{'temp': 80.74, 'pressure': 1024.23, 'humidity': 100, 'temp_min': 80.74, 'temp_max': 80.74, 'sea_level': 1024.23, 'grnd_level': 1024.23}",,Hithadhoo,,"{'message': 0.0057, 'country': 'MV', 'sunrise': 1512867344, 'sunset': 1512911114}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 5.82, 'deg': 14.5023}"
53,stations,{'all': 100},200,"{'lon': 10.24, 'lat': -0.7}",1512866720.0,2399888.0,"{'temp': 75.34, 'pressure': 1015.24, 'humidity': 100, 'temp_min': 75.34, 'temp_max': 75.34, 'sea_level': 1024.31, 'grnd_level': 1015.24}",,Lambarene,{'3h': 0.86},"{'message': 0.1699, 'country': 'GA', 'sunrise': 1512882421, 'sunset': 1512926211}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.35, 'deg': 265.502}"
54,stations,{'all': 20},200,"{'lon': -70.92, 'lat': -53.15}",1512864000.0,3874787.0,"{'temp': 48.2, 'pressure': 1000, 'humidity': 61, 'temp_min': 48.2, 'temp_max': 48.2}",,Punta Arenas,,"{'type': 1, 'id': 4642, 'message': 0.1661, 'country': 'CL', 'sunrise': 1512893497, 'sunset': 1512954132}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 21.92, 'deg': 260}"
55,stations,{'all': 8},200,"{'lon': 113.63, 'lat': -24.87}",1512866656.0,2074865.0,"{'temp': 73, 'pressure': 1022.05, 'humidity': 98, 'temp_min': 73, 'temp_max': 73, 'sea_level': 1023.34, 'grnd_level': 1022.05}",,Carnarvon,,"{'message': 0.1685, 'country': 'AU', 'sunrise': 1512854932, 'sunset': 1512904063}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 9.28, 'deg': 338.002}"
56,stations,{'all': 20},200,"{'lon': -70.92, 'lat': -53.15}",1512864000.0,3874787.0,"{'temp': 48.2, 'pressure': 1000, 'humidity': 61, 'temp_min': 48.2, 'temp_max': 48.2}",,Punta Arenas,,"{'type': 1, 'id': 4642, 'message': 0.1661, 'country': 'CL', 'sunrise': 1512893497, 'sunset': 1512954132}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 21.92, 'deg': 260}"
57,stations,{'all': 92},200,"{'lon': -73.77, 'lat': -42.47}",1512866724.0,3896218.0,"{'temp': 54.05, 'pressure': 1018.4, 'humidity': 94, 'temp_min': 54.05, 'temp_max': 54.05, 'sea_level': 1033.19, 'grnd_level': 1018.4}",,Castro,{'3h': 0.94},"{'message': 0.168, 'country': 'CL', 'sunrise': 1512897084, 'sunset': 1512951900}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 9.17, 'deg': 300.002}"
58,stations,{'all': 36},200,"{'lon': -69.26, 'lat': -8.84}",1512866726.0,3663495.0,"{'temp': 87.53, 'pressure': 997.24, 'humidity': 54, 'temp_min': 87.53, 'temp_max': 87.53, 'sea_level': 1017.47, 'grnd_level': 997.24}",,Manoel Urbano,,"{'message': 0.2455, 'country': 'BR', 'sunrise': 1512900668, 'sunset': 1512946137}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.8, 'deg': 336.502}"
59,stations,{'all': 0},200,"{'lon': 14.51, 'lat': -22.96}",1512864000.0,3359638.0,"{'temp': 59, 'pressure': 1010, 'humidity': 87, 'temp_min': 59, 'temp_max': 59}",,Walvis Bay,,"{'type': 1, 'id': 6925, 'message': 0.1689, 'country': 'NA', 'sunrise': 1512878966, 'sunset': 1512927621}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.12, 'deg': 280}"
60,stations,{'all': 44},200,"{'lon': 121.97, 'lat': 53.97}",1512866728.0,2012938.0,"{'temp': -15.48, 'pressure': 952.74, 'humidity': 64, 'temp_min': -15.48, 'temp_max': -15.48, 'sea_level': 1046.44, 'grnd_level': 952.74}",,Yerofey Pavlovich,,"{'message': 0.1648, 'country': 'RU', 'sunrise': 1512863963, 'sunset': 1512891008}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 6.26, 'deg': 357.502}"
61,stations,{'all': 75},200,"{'lon': -159.78, 'lat': -21.21}",1512864000.0,4035715.0,"{'temp': 80.6, 'pressure': 1007, 'humidity': 83, 'temp_min': 80.6, 'temp_max': 80.6}",,Avarua,,"{'type': 1, 'id': 8340, 'message': 0.1649, 'country': 'CK', 'sunrise': 1512921018, 'sunset': 1512969254}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 10.29, 'deg': 360}"
62,stations,{'all': 75},200,"{'lon': 55.45, 'lat': -4.62}",1512864000.0,241131.0,"{'temp': 77, 'pressure': 1009, 'humidity': 88, 'temp_min': 77, 'temp_max': 77}",,Victoria,,"{'type': 1, 'id': 6865, 'message': 0.1642, 'country': 'SC', 'sunrise': 1512871167, 'sunset': 1512915758}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.24, 'deg': 200}"
63,stations,{'all': 8},200,"{'lon': 7.16, 'lat': 13.31}",1512866732.0,2441526.0,"{'temp': 58.06, 'pressure': 977.71, 'humidity': 56, 'temp_min': 58.06, 'temp_max': 58.06, 'sea_level': 1027.76, 'grnd_level': 977.71}",,Madarounfa,,"{'message': 0.1708, 'country': 'NE', 'sunrise': 1512884603, 'sunset': 1512925505}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 6.15, 'deg': 45.0023}"
64,stations,{'all': 88},200,"{'lon': 70.83, 'lat': 66.83}",1512866734.0,1486321.0,"{'temp': 14.14, 'pressure': 1029.42, 'humidity': 97, 'temp_min': 14.14, 'temp_max': 14.14, 'sea_level': 1030.6, 'grnd_level': 1029.42}",,Yar-Sale,,"{'message': 0.1655, 'country': 'RU', 'sunrise': 1512885324, 'sunset': 1512894196}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 4.25, 'deg': 191.502}"
65,stations,{'all': 68},200,"{'lon': -75.45, 'lat': 46.7}",1512866735.0,5952330.0,"{'temp': 19.45, 'pressure': 984.84, 'humidity': 83, 'temp_min': 19.45, 'temp_max': 19.45, 'sea_level': 1023.06, 'grnd_level': 984.84}",,Ferme-Neuve,,"{'message': 0.1685, 'country': 'CA', 'sunrise': 1512909340, 'sunset': 1512940426}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.13, 'deg': 343.002}"
66,stations,{'all': 40},200,"{'lon': -80.97, 'lat': -2.22}",1512864000.0,3652100.0,"{'temp': 73.4, 'pressure': 1012, 'humidity': 83, 'temp_min': 73.4, 'temp_max': 73.4}",,Salinas,,"{'type': 1, 'id': 4369, 'message': 0.1658, 'country': 'EC', 'sunrise': 1512904163, 'sunset': 1512948264}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 9.17, 'deg': 230}"
67,stations,{'all': 0},200,"{'lon': -134.97, 'lat': -23.12}",1512866669.0,4030556.0,"{'temp': 78.49, 'pressure': 1028.29, 'humidity': 100, 'temp_min': 78.49, 'temp_max': 78.49, 'sea_level': 1028.33, 'grnd_level': 1028.29}",,Rikitea,,"{'message': 0.1649, 'country': 'PF', 'sunrise': 1512914828, 'sunset': 1512963532}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.13, 'deg': 58.0023}"
68,stations,{'all': 32},200,"{'lon': 114.08, 'lat': 71.92}",1512866739.0,2017155.0,"{'temp': -18.58, 'pressure': 1044.09, 'humidity': 55, 'temp_min': -18.58, 'temp_max': -18.58, 'sea_level': 1057.51, 'grnd_level': 1044.09}",,Saskylakh,,"{'message': 0.1661, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 3.13, 'deg': 49.0023}"
69,stations,{'all': 20},200,"{'lon': -175.2, 'lat': -21.2}",1512864000.0,4032243.0,"{'temp': 84.2, 'pressure': 1008, 'humidity': 74, 'temp_min': 84.2, 'temp_max': 84.2}",,Vaini,,"{'type': 1, 'id': 8323, 'message': 0.1686, 'country': 'TO', 'sunrise': 1512924720, 'sunset': 1512972955}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 11.41, 'deg': 130}"
70,stations,{'all': 0},200,"{'lon': 117.89, 'lat': -35.02}",1512866741.0,2077963.0,"{'temp': 84.16, 'pressure': 1013.86, 'humidity': 34, 'temp_min': 84.16, 'temp_max': 84.16, 'sea_level': 1026.42, 'grnd_level': 1013.86}",,Albany,,"{'message': 0.1653, 'country': 'AU', 'sunrise': 1512852454, 'sunset': 1512904500}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.92, 'deg': 16.0023}"
71,,,404,,,,,city not found,,,,,,
72,stations,{'all': 0},200,"{'lon': -13.76, 'lat': 13.75}",1512864000.0,2244991.0,"{'temp': 75.2, 'pressure': 1013, 'humidity': 33, 'temp_min': 75.2, 'temp_max': 75.2}",,Tambacounda,,"{'type': 1, 'id': 6171, 'message': 0.1649, 'country': 'SN', 'sunrise': 1512889673, 'sunset': 1512930479}",4000.0,"[{'id': 761, 'main': 'Dust', 'description': 'dust', 'icon': '50n'}]","{'speed': 9.17, 'deg': 20}"
73,stations,{'all': 20},200,"{'lon': 140.83, 'lat': 35.73}",1512864000.0,2112802.0,"{'temp': 39.2, 'pressure': 1018, 'humidity': 100, 'temp_min': 39.2, 'temp_max': 39.2}",,Hasaki,,"{'type': 1, 'id': 7505, 'message': 0.1638, 'country': 'JP', 'sunrise': 1512855324, 'sunset': 1512890597}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",{'speed': 1.12}
74,stations,{'all': 75},200,"{'lon': 55.45, 'lat': -4.62}",1512864000.0,241131.0,"{'temp': 77, 'pressure': 1009, 'humidity': 88, 'temp_min': 77, 'temp_max': 77}",,Victoria,,"{'type': 1, 'id': 6865, 'message': 0.1642, 'country': 'SC', 'sunrise': 1512871167, 'sunset': 1512915758}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.24, 'deg': 200}"
75,stations,{'all': 20},200,"{'lon': -133.04, 'lat': 69.45}",1512864000.0,6170031.0,"{'temp': -0.41, 'pressure': 1019, 'humidity': 84, 'temp_min': -0.41, 'temp_max': -0.41}",,Tuktoyaktuk,,"{'type': 1, 'id': 3555, 'message': 0.1658, 'country': 'CA', 'sunrise': 0, 'sunset': 0}",16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.05, 'deg': 70}"
76,,,404,,,,,city not found,,,,,,
77,stations,{'all': 90},200,"{'lon': -114.35, 'lat': 62.46}",1512864660.0,6185377.0,"{'temp': 10.4, 'pressure': 1012, 'humidity': 92, 'temp_min': 10.4, 'temp_max': 10.4}",,Yellowknife,,"{'type': 1, 'id': 3558, 'message': 0.1653, 'country': 'CA', 'sunrise': 1512924895, 'sunset': 1512943542}",24140.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 5.82, 'deg': 350}"
78,stations,{'all': 40},200,"{'lon': -68.3, 'lat': -54.8}",1512864000.0,3833367.0,"{'temp': 42.8, 'pressure': 995, 'humidity': 81, 'temp_min': 42.8, 'temp_max': 42.8}",,Ushuaia,,"{'type': 1, 'id': 4754, 'message': 0.1658, 'country': 'AR', 'sunrise': 1512892238, 'sunset': 1512954135}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 26.4, 'deg': 250, 'gust': 17}"
79,stations,{'all': 20},200,"{'lon': 147.06, 'lat': -42.78}",1512864000.0,2155415.0,"{'temp': 73.4, 'pressure': 1014, 'humidity': 35, 'temp_min': 73.4, 'temp_max': 73.4}",,New Norfolk,,"{'type': 1, 'id': 8195, 'message': 0.1636, 'country': 'AU', 'sunrise': 1512844019, 'sunset': 1512898934}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 19.46, 'deg': 310}"
80,stations,{'all': 48},200,"{'lon': 128.92, 'lat': -3.33}",1512866753.0,1651591.0,"{'temp': 82.22, 'pressure': 1023.42, 'humidity': 100, 'temp_min': 82.22, 'temp_max': 82.22, 'sea_level': 1023.99, 'grnd_level': 1023.42}",,Amahai,,"{'message': 0.1649, 'country': 'ID', 'sunrise': 1512853661, 'sunset': 1512897987}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 1.68, 'deg': 308.502}"
81,stations,{'all': 20},200,"{'lon': -175.2, 'lat': -21.2}",1512864000.0,4032243.0,"{'temp': 84.2, 'pressure': 1008, 'humidity': 74, 'temp_min': 84.2, 'temp_max': 84.2}",,Vaini,,"{'type': 1, 'id': 8323, 'message': 0.1686, 'country': 'TO', 'sunrise': 1512924720, 'sunset': 1512972955}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 11.41, 'deg': 130}"
82,stations,{'all': 0},200,"{'lon': -36.06, 'lat': -9.01}",1512864000.0,3388454.0,"{'temp': 78.8, 'pressure': 1010, 'humidity': 74, 'temp_min': 78.8, 'temp_max': 78.8}",,Sao Jose da Laje,,"{'type': 1, 'id': 4538, 'message': 0.1646, 'country': 'BR', 'sunrise': 1512892680, 'sunset': 1512938184}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 13.87, 'deg': 20}"
83,stations,{'all': 92},200,"{'lon': -6.59, 'lat': 62.23}",1512865200.0,2618795.0,"{'temp': 35.6, 'pressure': 993, 'humidity': 80, 'temp_min': 35.6, 'temp_max': 35.6}",,Klaksvik,,"{'type': 1, 'id': 5266, 'message': 0.1659, 'country': 'FO', 'sunrise': 1512898837, 'sunset': 1512917859}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 32.21, 'deg': 330, 'gust': 21.6}"
84,stations,{'all': 0},200,"{'lon': 117.89, 'lat': -35.02}",1512866741.0,2077963.0,"{'temp': 84.16, 'pressure': 1013.86, 'humidity': 34, 'temp_min': 84.16, 'temp_max': 84.16, 'sea_level': 1026.42, 'grnd_level': 1013.86}",,Albany,,"{'message': 0.1653, 'country': 'AU', 'sunrise': 1512852454, 'sunset': 1512904500}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.92, 'deg': 16.0023}"
85,stations,{'all': 75},200,"{'lon': 150.73, 'lat': -23.13}",1512864000.0,2142316.0,"{'temp': 84.2, 'pressure': 1016, 'humidity': 54, 'temp_min': 84.2, 'temp_max': 84.2}",,Yeppoon,,"{'type': 1, 'id': 8175, 'message': 0.1667, 'country': 'AU', 'sunrise': 1512846246, 'sunset': 1512894935}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 11.41, 'deg': 110}"
86,stations,{'all': 68},200,"{'lon': -56.15, 'lat': 72.79}",1512866761.0,3418910.0,"{'temp': 29.98, 'pressure': 1008.75, 'humidity': 92, 'temp_min': 29.98, 'temp_max': 29.98, 'sea_level': 1011.79, 'grnd_level': 1008.75}",,Upernavik,,"{'message': 0.2469, 'country': 'GL', 'sunrise': 0, 'sunset': 0}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.47, 'deg': 171.002}"
87,stations,{'all': 0},200,"{'lon': 82.18, 'lat': 29.27}",1512866762.0,1283285.0,"{'temp': 23.41, 'pressure': 683.46, 'humidity': 64, 'temp_min': 23.41, 'temp_max': 23.41, 'sea_level': 1033.35, 'grnd_level': 683.46}",,Jumla,,"{'message': 0.1705, 'country': 'NP', 'sunrise': 1512868472, 'sunset': 1512905611}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.57, 'deg': 76.5023}"
88,stations,{'all': 20},200,"{'lon': -70.92, 'lat': -53.15}",1512864000.0,3874787.0,"{'temp': 48.2, 'pressure': 1000, 'humidity': 61, 'temp_min': 48.2, 'temp_max': 48.2}",,Punta Arenas,,"{'type': 1, 'id': 4642, 'message': 0.1661, 'country': 'CL', 'sunrise': 1512893497, 'sunset': 1512954132}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 21.92, 'deg': 260}"
